ray_id,event_index,event_type,layer_index,x,y,z,dir_x,dir_y,dir_z,energy_kev,intensity,cumulative_distance,cumulative_steering_deg
11,5,layer_enter,2,1.1369747369629128,0.0,5.0,0.23021843854534998,0.0,0.9731389780261303,60.0,0.9603999999999999,15.325876188285326,2.0
11,6,layer_exit,2,1.1369747369629128,0.0,5.0,0.24716699212654622,0.0,0.9689728984874222,60.0,0.9411919999999999,15.325876188285326,3.0
11,7,layer_enter,3,1.7746783107996444,0.0,7.5,0.24716699212654622,0.0,0.9689728984874222,60.0,0.9411919999999999,17.905927708717456,3.0
11,8,layer_exit,3,1.7746783107996444,0.0,7.5,0.2640402562475802,0.0,0.9645116604171834,60.0,0.9223681599999999,17.905927708717456,4.0
11,9,layer_enter,4,2.4590667611512296,0.0,10.0,0.2640402562475802,0.0,0.9645116604171834,60.0,0.9223681599999999,20.497912961564133,4.0
11,10,layer_exit,4,2.4590667611512296,0.0,10.0,0.2808330911487459,0.0,0.9597566227517476,60.0,0.9039207967999998,20.497912961564133,5.0
11,11,detector_hit,,5.3851532761216685,0.0,20.0,0.2808330911487459,0.0,0.9597566227517476,60.0,0.9039207967999998,30.917221110049418,5.0
12,0,emitted,,0.0,0.0,-10.0,0.0,0.0,1.0,60.0,1.0,0.0,0.0
12,1,layer_enter,0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,10.0,0.0
12,2,layer_exit,0,0.0,0.0,0.0,0.01745240643728351,0.0,0.9998476951563913,60.0,0.98,10.0,1.0
12,3,layer_enter,1,0.04363766232054396,0.0,2.5,0.01745240643728351,0.0,0.9998476951563913,60.0,0.98,12.500380820109768,1.0
12,4,layer_exit,1,0.04363766232054396,0.0,2.5,0.03489949670250097,0.0,0.9993908270190958,60.0,0.9603999999999999,12.500380820109768,2.0
12,5,layer_enter,2,0.1309395860499133,0.0,5.0,0.03489949670250097,0.0,0.9993908270190958,60.0,0.9603999999999999,15.001904680856823,2.0
12,6,layer_exit,2,0.1309395860499133,0.0,5.0,0.05233595624294383,0.0,0.9986295347545739,60.0,0.9411919999999999,15.001904680856823,3.0
12,7,layer_enter,3,0.2619590342575163,0.0,7.5,0.05233595624294383,0.0,0.9986295347545739,60.0,0.9411919999999999,17.505335545851626,3.0
12,8,layer_exit,3,0.2619590342575163,0.0,7.5,0.0697564737441253,0.0,0.9975640502598243,60.0,0.9223681599999999,17.505335545851626,4.0
12,9,layer_enter,4,0.43677606411629233,0.0,10.0,0.0697564737441253,0.0,0.9975640502598243,60.0,0.9223681599999999,20.011440291054555,4.0
12,10,layer_exit,4,0.43677606411629233,0.0,10.0,0.08715574274765818,0.0,0.9961946980917455,60.0,0.9039207967999998,20.011440291054555,5.0
12,11,detector_hit,,1.3116626993755325,0.0,20.0,0.08715574274765818,0.0,0.9961946980917455,60.0,0.9039207967999998,30.04963866648803,5.0
13,0,emitted,,2.0,0.0,-10.0,-0.19611613513818404,0.0,0.9805806756909202,60.0,1.0,0.0,0.0
13,1,layer_enter,0,0.0,0.0,0.0,-0.19611613513818404,0.0,0.9805806756909202,60.0,1.0,10.198039027185569,0.0
13,2,layer_exit,0,0.0,0.0,0.0,-0.17897277320418864,0.0,0.9838540270038042,60.0,0.98,10.198039027185569,1.0
13,3,layer_enter,1,-0.4547747132499581,0.0,2.5,-0.17897277320418864,0.0,0.9838540270038042,60.0,0.98,12.739066386308563,1.0
13,4,layer_exit,1,-0.4547747132499581,0.0,2.5,-0.16177489442972706,0.0,0.9868276868492548,60.0,0.9603999999999999,12.739066386308563,2.0
13,5,layer_enter,2,-0.8646104337753981,0.0,5.0,-0.16177489442972706,0.0,0.9868276868492548,60.0,0.9603999999999999,15.272436733853233,2.0
13,6,layer_exit,2,-0.8646104337753981,0.0,5.0,-0.14452773745527359,0.0,0.9895007494216767,60.0,0.9411919999999999,15.272436733853233,3.0
13,7,layer_enter,3,-1.2297636121326259,0.0,7.5,-0.14452773745527359,0.0,0.9895007494216767,60.0,0.9411919999999999,17.798963370099997,3.0
13,8,layer_exit,3,-1.2297636121326259,0.0,7.5,-0.12723655593191957,0.0,0.9918724004803156,60.0,0.9223681599999999,17.798963370099997,4.0
13,9,layer_enter,4,-1.550461506010672,0.0,10.0,-0.12723655593191957,0.0,0.9918724004803156,60.0,0.9223681599999999,20.31944886681245,4.0
13,10,layer_exit,4,-1.550461506010672,0.0,10.0,-0.10990661692106055,0.0,0.9939419175972846,60.0,0.9039207967999998,20.31944886681245,5.0
13,11,detector_hit,,-2.6562264906160538,0.0,20.0,-0.10990661692106055,0.0,0.9939419175972846,60.0,0.9039207967999998,30.380398931353042,5.0
14,0,emitted,,4.0,0.0,-10.0,-0.3713906763541037,0.0,0.9284766908852593,60.0,1.0,0.0,0.0
14,1,layer_enter,0,4.440892098500626e-16,0.0,0.0,-0.3713906763541037,0.0,0.9284766908852593,60.0,1.0,10.770329614269007,0.0
14,2,layer_exit,0,4.440892098500626e-16,0.0,0.0,-0.3551299591783503,0.0,0.9348169404188091,60.0,0.98,10.770329614269007,1.0
